1000	tysiąc
2000	dwa tysiące
3000	trzy tysiące
4000	cztery tysiące
5000	pięć tysięcy
6000	sześć tysięcy
7000	siedem tysięcy
8000	osiem tysięcy
9000	dziewięć tysięcy
