1000	tysięczny
2000	dwutysięczny
3000	trzytysięczny
4000	czterotysięczny
5000	pięciotysięczny
6000	sześciotysięczny
7000	siedmiotysięczny
8000	ośmiotysięczny
9000	dziewięciotysięczny
